id,name,short_description,full_description,topic,languages,prohibited_content,categories
591e6fb4c426a169795afd69,moseisley.club,"Mos Eisley, a Star Wars themed Mastodon instance! The instance is not restricted to Star Wars related content, general use is welcome and expected.","Mos Eisley, a Star Wars themed Mastodon instance! The instance is not restricted to Star Wars related content, general use is welcome and expected. ""Star Wars is for everyone"" therefore, Mos Eisley is for everyone.",Star Wars,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'harrassment', 'spoilers_nocw']",[]
59212ba4c426a169795afda5,mopped.space,Deutsche Mastodon Instanz für Bikerinnen und Biker,Motorradfahrer sind hier herzlich willkommen. Bots tooten aktuelle Motorradnachrichten.,None,"['en', 'de']","['nudity_nocw', 'pornography_nocw', 'racism', 'spam', 'harrassment']",[]
59269bf1a5710a01a9a09422,coales.co,"Micro-blogging site operated by Mark Shane Hayden of Coalesco Digital Systems Inc. We are located in Alberta, Canada.","This is NOT intended to be a commercial/promotional site! Registration is open to anyone interested in civil discussions on any interesting topic--especially technology, current events and politics.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","['academia', 'activism', 'games', 'music', 'tech']"
5928e609a5710a01a9a09439,acg.mn,Mastodon 国服,"请勿在本节点讨论违反中国和中国香港法律规定的言论
请勿讨论政治、色情、暴力、恐怖主义、民族仇恨等相关法律禁止的言论
请勿在本节点发广告和 Spam
违者封号处理",None,"['zh', 'en', 'ja']","['nudity_all', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['anime', 'music', 'tech']"
592ace41a5710a01a9a09446,mistermi.me,"From the tall grass of Baltimore, a wild social network appears!","From the tall grass of Baltimore, a wild social network appears!",None,['en'],"['pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
593027aab82c172449451843,koyuston.tk,A cool space for awesome people,"We like cute, awesome and cool people, but everyone else is welcomed too. We have some restrictions to porn like furry, animal, loli and children. Bots aren't allowed too (only on request). Otherwise feel great on this space.","cute, awesome and cool people :)","['en', 'de']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
5937d82ef49c1c689c725356,imaginair.es,"Instance Mastodon dédiée aux écrivain·e·s, photographes, peintres, dessinateur·trice·s, et de manière générale a tou·te·s les créateur·trices","Cette instance a pour but d'acceuillir des personnes souhaitant participer à des discussions sur les cultures de l'imaginaire ou à des créations rentrant dans ces cultures, et les discussions et créations en résultant","Creation, Photography, Writing, Painting, Drawing, and Art in general","['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
593c3431cca66b04c357aa99,mastodon.sportsfans.social,"A community for sports & e-sports fans to share news, tips, fantasy and wagering information. Trash talk is expected. Come cheer your favorite team!","We're sports fans: from the NFL to Aussie Rules to League of Legends.  We like to play sports and fantasy sports, cheer on our favorite team, and maybe place a wager occasionally.  We want to share sports news, info, tips and trash talk, and grow a global community.","Sports, eSports, Fantasy Sports, all Sports!",['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']",[]
5940393b4ba99769fcacdb9b,angel.innolan.net,Open instance,Still testing,None,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'hateSpeeches', 'harrassment']",[]
59426e063327e81d46cb6c0b,t.con.sh,Yet another mastodon instance for Chinese users | 长毛象中文用户圈,Yet another mastodon instance for Chinese users | 长毛象中文用户圈,None,"['zh', 'en']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
594dd8713b8cc75fc7ec8d44,nerds.party,"Role-playing instance for a science-fantasy setting (Think Magic the Gathering, Saga, or technology expansions of Pathfinder.)","Role-playing instance for a science-fantasy setting (Think Magic the Gathering, Saga, or technology expansions of Pathfinder.) For more information, check out our info site: http://info.nerds.party",Roleplaying ,['en'],"['illegalContentLinks', 'spam', 'advertising']",[]
59503b4a1143bf1b56f41a19,wasteland.pro,"wasteland.pro is an open, federated and safe generalist instance","wasteland.pro is an open, federated and safe generalist instance",None,['en'],"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising']",[]
5950a2a41143bf1b56f41a1f,anitwitter.moe,"Serving the ""anitwitter"" and Track 44 communities with a censorship-free alternative","Serving the ""anitwitter"" and Track 44 communities with a censorship-free alternative.

It's shitposting at its rawest.",None,['en'],[],[]
59510f5f1143bf1b56f41a21,mindful.masto.host,Mindful Mastodon is where mindfulness practice and ethical behaviour is encouraged.,Mindful Mastodon is a place where mindfulness practice and ethical behaviour is encouraged online. It's an alternative kind of social network. Mindful Mastodon would prefer that members don't post too many links or indulge too much in self-promotion. Our actual code of conduct is very simple: Knowingly misleading or causing offence will result in being banned.,Mindfulness,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
59516c5d1143bf1b56f41a23,gelt.cz,"Vytvoreno pro testovani moznosti teto distribuovane site. Kazdy, kdo si chce Mastodona vyzkouset, je tu vitan.","Vytvoreno pro testovani moznosti teto distribuovane site. Kazdy, kdo si chce Mastodona vyzkouset, je tu vitan.

Created for testing the social network possibilities. Mostly for czech users.",None,"['cs', 'en']","['racism', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
5958bb04753a1b5ac0a52b54,metalhead.club,A Mastodon instance for Metal music fans. Hosted in Germany with 100% green energy.,"A Mastodon instance for Metal music fans. This Mastodon instance addresses Metal music fans, but can be used by other users as well :-)  ",Metal,"['en', 'de']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']",['music']
595930e1c7a3b451a88b2a52,this.mouse.rocks,A furry instance for all the mouse and mouse adjacent folks who rock.,"This instance is mostly maintained so that I have a better understanding of the experience of an instance admin.
I'm a fairly liberal and hands off admin, but I will take any claims of harassment seriously.
Similarly, tag your porn and check prejudice at the door.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
59608a6d27ab312df0a8d6bb,fexel.digital,We are an art and gaming community originally from discord,"We are an art and gaming community originally from discord, where we share and promote artwork and livestreams, and critique each other's work. Most of the group are not furries, but we welcome them anyway.","Art, Gaming, Furry",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",[]
596381a67c6b064c7475e55c,monsterpit.net,"A queer community of monsters, creatures, and lovers of strangeness.","Monsterpit is a small, friendly, and very queer community of monster and creature lovers.

We provide a relaxing space for folks to embrace strangeness with a love that spans from casual admiration to kinky teratophile.

Through monsters, we can express queer identity, sexuality, and spirituality in a world that often fears us.

Whether you love the strange or are the strange, you'll find a home here.","monsters, creatures, queer, kink, art, roleplay, general",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","['furry', 'lgbt']"
596e4934c952ef2e7ab4ecc4,anarchism.space,Anarchism Space is a Mastodon instance for left anarchists. No ancaps or primmies,"General Rules
    In particular, all forms of transphobia, misogyny, homophobia, racism, fat-shaming, ableism, engaging in harassment, and any kind of oppressive slurs are strictly prohibited, and will be dealt with in due course.
    The server is under United States jurisdiction, as such US internet laws apply here. (For better or worse)
    Porn and nudity are allowed, with NSFW tag on.
    Content Warning HAS to be used for the following :
        violence (text and medias)
        stories including *phobias (text and medias)
        sexual content (text and medias)
    If someone isn't following the rules, please report their toot. The rules on this instance are not strict and exist simply to protect users from harassment",anarchist,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",['activism']
59871223062a8e1ec89f8ad4,touhey.org,Instance for the Touhey family members.,Instance for the Touhey family members.,None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
59927ecd3e099c5dcbe0e274,mastodon.therianthro.pe,A Mastodon instance aimed at therianthropes and otherkin,"This is an instance intended to be a safe space for therianthropes and otherkin. All kin types are welcome, as well as non-therians, provided they follow the rules.",therianthropy and otherkin,"['en', 'fr', 'pt']","['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
5994613a3e099c5dcbe0e278,toot.si,A slovenian multilingual Mastodon instance ,"Toot.si is a slovenian multilingual Mastodon instance with the main idea to offer a safe space free from terror by algorithms of corporate social networks, by dictatorship of profits before people, and by supporters of cyber-harrasment and contemporary neolib-fascism. Please take the time to read our code of conduct.",None,"['en', 'sl']","['pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
59979ff63e099c5dcbe0e27e,instance.business,Instance.business is a safe place for nonwhite people on the fediverse.,"Instance.business is a safe place for nonwhite people on the fediverse. It is ran by a nonbinary latinx person. We want to build a community where people feel safe and where people feel like they are apart of an actual community. While this instance is being advertised for people of the isthmus, people of the diaspora, we will not have an explicit check of background for new users. We aim to provide a platform for activists, creators, and people who want to get away from the dumpster fire on facebook and twitter. Thank you for considering our instance.

Instance dot business, it’s made for people like you.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']",[]
59981b1ff2e0434d126247c6,acid.wtf,"A Mastodon instance hosted by @morth and @npanic
","A Mastodon instance hosted by @morth and @npanic


Themes: Nerdism, Psytrance, Goa, Psychedelics, BSDM, Linux, Software, Programming, Hacking, Politics, Internet, Rants, Haidflow, Science, Art, Music, Fractals, Visuals, Gaming, Memes, 420, Meddl, Telegram, OSX, Android, PHP, JavaScript, SQL, Warez, Demoscene","Nerdism, Psytrance, Goa, Psychedelics, BSDM, Linux, Software, Programming, Hacking, Politics, Internet, Rants, Haidflow, Science, Art, Music, Fractals, Visuals, Gaming, Memes, 420, Meddl, Telegram, OSX, Android, PHP, JavaScript, SQL, Warez, Demoscene","['en', 'de']","['racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches']",[]
599cf0745f7aaa39a6b8af4a,social.fractalco.re,"A small instance, for testing new things.... and breaking shit.","Social.fractalco.re is a small instance for testing new technologies and for a bunch of nerds, geeks, and randoms to chat about shit.

English-only to allow for simple moderation",None,['en'],"['nudity_nocw', 'pornography_nocw', 'racism', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
59ac76269164b77b5b1f371f,fosstodon.org,A Mastodon instance for people who love FOSS/Linux.,"What is fosstodon.org?

Fosstodon is a Mastodon instance that is dedicated to Free & Open Source Software, or FOSS as many call it. Fosstodon is for people who are interested in open source technology and the awesome community around it. Whether that be Linux, open source software like Firefox, or Mastodon itself. If you're interested in technology, Fosstodon is a great place to start.","Technology, Linux, FOSS, Open Source, Software, Computers",['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","['games', 'tech']"
59b8f32b05d9eb2d5db933a9,cervidae.space,"Just a small and general instance I created for fun. I'll be keeping it around for the foreseeable future. It's hosted out of Toronto, Canada.","Just a small and general instance I created for fun. I'll be keeping it around for the foreseeable future. It's hosted out of Toronto, Canada. I'm stealing the rules from mastodon.social as a base since they're pretty solid. Out of respect for everyone, CW anything you think someone would want CW'd (food, -phobia, current events, politics, etc.) If you need to reach me offinstance for some reason, my alt main is XenonFiber@octodon.social, and I'm also on Birdsite. And finally, if you want to support Cervidae, I'm on Cash App.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
59bee876e760bf4183ed165c,asonix.dog,An instance for asonix and friends. If you want an account here PM https://asonix.dog/@asonix,"A mastodon instance running on a set of Raspberry Pis. This is mostly for me, but some friends have accounts here. I federate with https://awoo.space and have a short instance blacklist","furry,",['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']",[]
59c6d682f529472683c579c6,social.talk.coffee,taken down,taken down,coffee,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'spoilers_nocw']",[]
59ccabd1f529472683c579d0,puter.games,We are an open instance for anyone with an interest in computer games (primarily for PC but console gamers are also welcome).,"We are an open instance for anyone with an interest in computer games (primarily for PC but console gamers are also welcome).

Although we are only just starting out, a future goal is to grow large enough as a network to begin organising group gaming sessions; raids, leagues, competitions etc.",Computer Games,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
59d7e346cd5c687334b1b329,qdon.space,한국 마스토돈 인스턴스 큐돈입니다,한국의 퀴어들이 퀴어포비즘으로부터 안전하게 있을 수 있는 인스턴스입니다.,"LGBTQ+, Queer, Korean","['en', 'eo', 'ja', 'ko']","['nudity_nocw', 'pornography_nocw', 'spam', 'advertising']",['lgbt']
59d81259cd5c687334b1b32b,playvicious.social,A place for creative folks to interact without all the noise. ,"Social @ Play Vicious is the social media component of the forth coming fourth version (ha) of Play Vicious. While Play Vicious itself will be a platform for content and consumables, interaction with said content will be handled by Social. Think of it as a federated media site that will work in cohesion with it's own social media installation.

I know. I think it's pretty cool too. ",Culture,['en'],"['nudity_nocw', 'pornography_nocw', 'spam']","['art', 'games', 'journalism', 'poc', 'tech']"
59db2360cd5c687334b1b333,drg.im,drg.im is a small mastodon instance with a friendly community,This is just a placeholder until I write the full version :),None,['en'],"['nudity_nocw', 'pornography_nocw', 'spam']",[]
59e2aa5acd5c687334b1b34b,mattips.online,"Mainly about food, sharing recipes, food blogger or tips.","Social networking mainly about food, everyday favorites, sharing recipes, food blogger or tips in the kitchen. Main spoken language is Swedish.",None,"['en', 'sv']",[],[]
59e3ba51cd5c687334b1b353,hitlers.win,A little Instances where you can post ANYTHING accept child pornography ,A little Instances where you can post ANYTHING accept child pornography ,"Islamism, terror, anything","['en', 'de']",[],[]
59e50245cd5c687334b1b357,soscet.network,來自臺灣東部開源學生社群的 Instance,"An instance from SOSCET(Students' Open Source Community of Eastern Taiwan)
來自臺灣東部開源學生社群的 Instance",None,"['zh', 'en']",[],[]
59ee49edfa4c6b24b05f5733,mastodon.mail.at,mail.at,mail.at is now part of the mastodon fediverse,None,"['en', 'de']",[],[]
59ee9d3efa4c6b24b05f573b,mastodonserver.se,Everybody welcome to Mastodonserver.se - another instance in the decentralized social network of Mastodon,"Mastodonserver (.se) är en instans i ett decentraliserat socialt nätverk som drivs av organisationen Örebro Tribune. Det är inte fokuserat på någon speciell nisch eller intresse.

Mastodonserver (.se) is another instance in the decentralized social network of Mastodon powered by the organization Örebro Tribune. It's not focused on any particular niche or interest - please follow our Terms & Conditions!",None,"['en', 'sv']",[],[]
59ef84165726d946c6e18a58,social.sdr.haus,"A space on the Fediverse for people with an affinity for all things SDR, DSP, GNU Radio, and RF (yes, even the analog bits).","A space on the Fediverse for people with an affinity for all things SDR, DSP, GNU Radio, and RF (yes, even the analog bits). Discussion will likely wander in to all things reverse engineering and embedded.","RF, SDR, DSP, reverse engineering, embedded, hardware",['en'],"['sexism', 'racism', 'illegalContentLinks', 'hateSpeeches', 'harrassment']",[]
59f0067c5726d946c6e18a5c,rumia.xyz,ACG，Programme design,"干什么都行。
なんでもいい
You can do anything you want",None,"['zh', 'en', 'ja']","['spam', 'advertising']",[]
59f3b679fe93291dbea81108,dragon.style,"Dragons and people who like dragons. Civilized adults only, please. ❤️🐉🔥

Also we have dragon-sized toots: 7777 characters.","An instance run by some trans lady who draws and likes to pretend she's a dragon.

① Harshing @anthracite’s buzz will get you banned.
② Dragons are awesome.
③ An it harm none, do what thou wilt shall be the whole of the law.
④ Be Excellent To One Another.
⑤ So it hath been spoken, so it hath been written, and so shall it be. Consecrated by Ye Holy Herb Of Ye Glacier Goo, in the Year Of Our Silicon Lady Number ❺.","social justice witches, general bullshit",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
59f5f908fc103311b68c0ab0,dutchxs.com,"General instance, hosted in The Netherlands.","dutchxs is a general instance, everyone is welcome.
Rules: Being hosted in The Netherlands; Dutch / European law applies.",None,"['nl', 'en', 'li']","['pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']",[]
59f7e6040f8bd97db0df7f86,mn.ms,"Talk casual, go full nerd, or talk about your side project and receive feedback. Pedantic or arrogant people should look for other instance.","Talk casual, go full nerd, or talk about your side project and receive feedback. Pedantic or arrogant people should look for other instance.",💻 Programming ⚡️ Linux 🔒 Security 👾 Fiction / Manga / Anime / Comic 💬 General,['en'],"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'spam', 'hateSpeeches', 'harrassment']",[]
59f86d650f8bd97db0df7f8e,mstdn.m4sk.in,m4stodon – general-purpose Mastodon instance running on master branch,"Small, general-purpose Mastodon instance, preferred languages are English and Polish. It runs on `master` branch.",None,"['en', 'pl']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']",[]
5a007e516590aa0da6e894ba,m.devolio.net,We learn programming together and help each other when we get stuck.,We learn programming together and help each other when we get stuck.,"Tech, Engineering, Programming",['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
5a00e9696590aa0da6e894bc,scicomm.xyz,A scientific community for science communication,"An instance for professional scientists, science communicators, and enthusiasts to interact and share science-related topics and rational thinking to the wider Fediverse.",Science and science communication,['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'spam', 'advertising']",['academia']
5a02e2ef6590aa0da6e894c4,robloxcommunity.social,Public mastodon maintained by the ROBLOX community,"This is a mastodon instance for those part of and/or interested in the ROBLOX and RBXDev community, maintained by the ROBLOX community!",roblox,['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'hateSpeeches', 'harrassment', 'spoilers_nocw']",[]
5a09e3ff1db03f66b0ad313c,bigdoinks.online, ,"a place to shitpost and talk about some more serious stuff. the stuff that you generally don't want to get into on twitter.

read the extended information for specifics but this is a no-hate space. all are welcome! ✌🏼",None,"['en', 'ja']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a09f2d41db03f66b0ad313e,mastodon.gamedev.place,Game development!,"Discussions by game developers, or about game development. Art, Design, Technology, QA, Support etc.; all aspects of game development topics are welcome.",game development,['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",[]
5a09f71700d99363de3e339e,squid.cafe,"GP, but if you want to talk fountain pens & ink, cephalopods, photography, more cephalopods, science, even more cephalopods, or cycling…","Rules of being a decent human being apply. No harassment, sexism, racism, misogyny, homophobia, transphobia, *-shaming, etc. Content of this nature will be removed. 

People with all interests are welcome. That being said, this admin is interested in fountain pens and ink, DNS, Evernote, science, and analog/digital photography.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a0cc2d229997d117543014c,tech.lgbt,"This instance is for tech workers, academics, students, and others interested in tech who are LGBTQIA+ or Allies.","This Mastodon instance is for tech workers, academics, students, and others interested in tech who are LGBTQIA+ or Allies.




We're not a free speech absolutist, and there are instances available for that. We're not interested in Nazis, TERFS, or hate speech of any sort, which we will define at our sole discretion as moderators.

This instance is meant to be a friendly, welcoming space to all who are willing to reciprocate in helping to create that environment.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']","['lgbt', 'tech']"
5a0d669529997d1175430152,hispagatos.space,"Hispagatos, an Anarcho hacker collective, all social anarchist, hackers, anarchist hackers, anarcho hackers, activists, lefty's http://hispagatos.org","Hispagatos is an Anarcho hacker collective that resolves around the <a href=""https://en.wikipedia.org/wiki/Hacker_ethic""><b>Hacker ethics</b> of Steven levy</a> and <a href=""https://en.wikipedia.org/wiki/Libertarian_socialism"">Libertarian <b>socialist</b></a> ideas. We work hard to preserve decentralization,security and privacy in cyberspace and motivate towars  an horizontal  and non hierarchical mutialist society where technology is made by people for the people not by corporate masters to control people. a(A)a",hacking activism social-justice  privacy anarchism socialism decentralization internet-freedom,"['en', 'es']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'spam', 'advertising']",[]
5a10069429997d1175430158,hodl.social,Cryptocurrencies and blockchain discussion extravaganza,"Cryptocurrencies and blockchain discussion for everyone. Whether you're a total newb just buying your first Bitcoins or you're a seasoned trader with Altcoins coming out of your ears, or maybe you're blockchain developer who is more interested in the technology itself. ",Cryptocurrencies,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a110cf029997d117543015e,wxw.moe,一个萌萌哒 泛ACGN Mastodon 实例，讨论主题不限，欢迎安家~,"＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

中国語注意 / If you don't like Chinese toots, please don't join in.

＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

自我介绍　Introduce yourself

一个萌萌哒 泛ACGN Mastodon 实例，讨论主题不限，欢迎安家 ~  
A cute and sweet, anime and manga instance, topics are not limited, Welcome in ~

Simplified Chinese is mainly used here, but don't worry about it.  
There are no language restrictions here, and you can send toots in any language.

~

实例氛围　Instance rules

拒绝真人不雅内容 / No real life photographic pornography.  
禁止发送 违反香港法律 的内容 / Not violate Hong Kong laws.  
本站不讨论政治，重度讨论的封号 / Don't publish political toots.  
NSFW 内容，注意勾选 “内容警告” 功能 / ""NSFW"" tick the ""CW"" button.  
谢绝 无意义刷屏，广告推送 类用户注册使用 / NO AD, NO SPAM, Thanks.  
尊重他人，勿引战，勿发表攻击性言论 / Harmony, don't publish offensive toots.

~

服务节点　Service node

香港 16C 16G 独服，200M 本地带宽 / Hong Kong 16C 16G 200M Dedicated Server.  
媒体位于 AWS S3，美国 CN2 反代加速 / Media stored on AWS S3 with Cloudflare.

~

稳定程度　Reliability

如无突发情况，关站会提前三个月通知。  
非商业项目，无 DDoS 防护，没有 SLA 保证，但会尽量维持在线。

This is a non-profit project, no SLA, no DDoS protection, but we will try to keep it running.  
We will notify you three months before if the instance will terminate and nothing unexpected.

~

管理人员　Management

This instance was created and managed by FGHRSH(@fghrsh),  
and thanks liwanglin12(@lwl12) for his encouragement and help.

本实例由 FGHRSH(@fghrsh) 创建和管理，感谢 liwanglin12(@lwl12) 的客串与帮助。",None,"['zh', 'en', 'ja']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a11968729997d1175430162,mastodon.sergal.org,"A general friendly instance that focused of tech topics, games, and everything fluffy! ","This cheese wedge based instance is for other cheese wedges/wheels rolling around looking for a place to call home, along with other techie, non-techie or even non-furries if you like the OwO.",A tech~furry cheese wedge themed instance,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","['art', 'furry', 'lgbt', 'tech']"
5a126c2329997d1175430164,libertarian.chat,A free speech haven for current news and other politically minded topics,"Libertarian.chat is a community driven instance for people who love liberty. Democrat? Republican? Doesn't matter. Everyone is welcome to share, create, and debate. We oppose the idea of censorship concerning our rights to speech. Though a politically-centered instance, there is no topic that is off limits or to taboo. Welcome! ",Politics,['en'],[],[]
5a14e12029997d117543016c,cutie.space,"We are a curated Glitch-soc server on the wider Mastodon / Fediverse network.
We like to keep things light, cute, and fun. <3","This is an intentionally curated instance, specifically for a very small subset of people. There are many other instances that are less restrictive.

Until deviation becomes necessary, this instance will follow the terms of service/code of conduct of the flagship instance. Please read and follow them while participating in this community.

Additional guidelines:

Posts containing a piece of art must be credited, ideally with a link back to the source
Provide appropriate content warnings on potentially sensitive posts and use NSFW tags liberally on adult images, spoilers, and other content that not everyone may want to see.
We really aren't keen on seeing current events of a political nature, so we encourage that to be minimally posted and require a politics content warning (there are plenty of other places for this)
Any language is welcome here
We make liberal use of user and domain-wide blocks at the instance level
All updates on site status, ToS changes, and so forth will be provided by Sina.",None,"['en', 'fi']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a164eca29997d1175430170,newtype.institute,Gundam- and action-anime- centric,"Newtype Research Institute is a Gundam- and action anime-centric Mastodon community. All universes are welcome, feel free to roleplay your favorite character if that's your thing. Please do keep your nationalism separate from Zeon's/OZ's/etc's, as any form of intolerance towards people who do not exist in the Gundam universe won't be tolerated here. Discussion of animes, characters, mangas, fan fictions, gunpla are all welcome, but please enjoy responsibly.","anime, gundam","['en', 'ja']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'spam', 'advertising', 'spoilers_nocw']",[]
5a1710f329997d1175430172,0.unicomplex.co,UNICOMPLEX is a sanctuary information city within highly encrypted walled bunkers. It is safe space for psyborgs,"No, you will not be assimilated. You are not the chosen one and we are more the choosey ones. 

UNICOMPLEX.CO is not an instance for young children or sensitive adults, while we moderate, we deal with reality. All of them. This space is reserved for psyborgs who want to avoid Ferengi infection or want to try attempt malware removal with a recovery and restore on corrupted drones. It is the place where psyborgs can practice Kintsugi on other psyborgs. ",Cryptotrek,['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'spam', 'advertising']",[]
5a19e6e629997d1175430178,cuddleso.me,Cuddly Instance,"Cuddlesome, friendly instance. Headpats and love is welcome here :3

cuddlesome is an instance where anything is possible. All we ask is that you follow our Code of Conduct
We allow:

    cuddles
    pets
    headpats
    awoo's
    and love <3
","cuddles,headpats,pets,kisses,hugs,love",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a21882d8f84ee0616d03221,m.bonzoesc.net,A personal instance for myself.,A personal instance for myself.,None,['en'],[],[]
5a222a838f84ee0616d03225,mastodon.garbage-juice.com,Sister site to garbage-juice.com and chat... Come here to speak your mind openly and freely. What's going on in your world? ,"GJ Mastodon is another site in the collection of garbage-juice.com. Our own social media destination for a federated, reverse chronological order, real time discussion about all the B.S. going on around us. Come here and let us know what's on your mind. ",None,['en'],"['illegalContentLinks', 'spam', 'advertising']",[]
5a22c5418f84ee0616d03227,wales2600.com,"This is an instance for UK users, with a focus on technical things, but nothing is out of bounds. Live and Let Live","An early adopter site for people who are in the UK. 
The aim is to offer a place safe from people who need safe spaces! 
The main rule is live and let live, but don't spam, and keep your dodgy porn to yourself!

If you could put a country pub on line, this would be it! ",None,"['en', 'ga', 'la', 'gv', 'gd', 'cy']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",[]
